date,prectot,qv2m,rh2m,ps,t2m_range,ts,t2mdew,t2mwet,t2m_max,t2m_min,t2m,ws50m_range,ws10m_range,ws50m_min,ws10m_min,ws50m_max,ws10m_max,ws50m,ws10m,yearid
2017-07-23,0.0,8.38,69.25,99.77,11.6,17.55,11.22,11.22,21.93,10.32,16.93,5.33,2.55,1.28,1.14,6.61,3.69,3.56,2.13,2017
2017-07-24,19.39,9.85,91.18,99.91,2.0,15.55,13.73,13.73,16.2,14.2,15.17,1.73,2.34,6.33,3.42,8.06,5.76,7.29,4.83,2017
2017-07-25,2.95,9.74,80.0,100.62,7.65,17.62,13.69,13.69,21.35,13.7,17.15,5.22,3.13,1.06,0.75,6.28,3.89,4.13,2.67,2017
2017-07-26,0.66,11.01,81.64,100.49,10.88,19.06,15.48,15.48,23.25,12.37,18.75,3.98,1.84,2.02,1.66,6.0,3.5,4.55,2.7,2017
2017-07-27,1.88,12.62,84.78,99.55,8.48,20.37,17.51,17.51,24.54,16.06,20.17,2.75,3.08,3.8,1.89,6.54,4.97,5.56,3.48,2017
2017-07-28,0.14,9.05,72.97,99.84,9.37,17.87,12.39,12.39,22.0,12.63,17.32,3.6,0.95,2.77,1.98,6.37,2.93,4.16,2.46,2017
2017-07-29,0.03,8.35,70.25,100.05,12.92,17.05,11.22,11.22,22.47,9.54,16.7,3.42,0.92,2.5,1.89,5.92,2.81,3.67,2.33,2017
2017-07-30,0.16,10.39,74.35,100.12,12.95,19.5,14.39,14.39,24.88,11.93,19.26,4.97,2.5,0.86,0.59,5.83,3.09,3.83,2.29,2017
2017-07-31,8.87,12.95,82.78,100.08,9.91,21.14,17.95,17.95,25.96,16.05,21.06,3.15,0.76,3.52,2.57,6.67,3.33,5.05,2.94,2017
2017-08-01,0.04,10.65,71.58,100.22,12.41,20.42,14.96,14.96,25.82,13.41,20.29,4.66,1.99,1.05,0.77,5.71,2.75,2.99,1.72,2017
2017-08-02,2.62,13.47,84.52,100.12,9.98,21.15,18.51,18.51,25.51,15.52,21.36,3.63,1.59,1.73,1.23,5.35,2.82,3.43,2.13,2017
2017-08-03,1.11,13.93,88.39,100.29,6.33,21.18,19.21,19.21,24.29,17.95,21.21,5.05,2.18,0.79,0.43,5.83,2.61,2.65,1.56,2017
2017-08-04,10.27,15.31,88.77,99.74,8.89,22.65,20.57,20.57,26.61,17.72,22.58,4.06,2.33,3.59,2.3,7.65,4.64,5.45,3.39,2017
2017-08-05,11.73,12.84,85.83,99.3,8.29,20.42,17.65,17.65,23.51,15.21,20.21,2.76,2.89,5.77,3.22,8.54,6.11,7.18,4.69,2017
2017-08-06,0.46,8.11,75.16,99.93,7.87,15.71,10.79,10.79,19.07,11.2,15.17,4.57,4.34,4.1,2.06,8.67,6.4,7.33,4.82,2017
2017-08-07,0.16,8.39,73.41,100.15,9.51,16.48,11.26,11.26,20.48,10.97,16.09,3.36,1.5,0.7,0.49,4.06,1.99,1.85,1.09,2017
2017-08-08,0.8,9.56,76.45,99.97,8.62,17.72,13.27,13.27,22.02,13.4,17.47,6.25,3.02,0.42,0.32,6.67,3.35,3.21,1.86,2017
2017-08-09,0.08,9.6,75.72,100.39,7.3,18.04,13.34,13.34,21.59,14.29,17.76,5.17,4.26,2.41,1.47,7.58,5.72,5.86,3.8,2017
2017-08-10,0.91,11.03,76.48,100.71,9.71,19.68,15.45,15.45,24.37,14.67,19.85,3.33,1.89,0.59,0.4,3.92,2.3,1.96,1.28,2017
2017-08-11,2.97,12.82,82.44,100.24,8.63,21.11,17.87,17.87,25.96,17.33,20.99,3.93,1.78,1.84,1.46,5.77,3.25,3.69,2.25,2017
2017-08-12,10.35,13.69,88.67,99.44,7.05,20.92,18.8,18.79,25.03,17.98,20.73,3.36,3.14,3.73,1.95,7.09,5.09,5.33,3.23,2017
2017-08-13,1.1,11.04,77.36,99.72,8.1,19.81,15.44,15.44,24.12,16.01,19.53,2.16,1.78,4.46,2.6,6.62,4.39,5.48,3.28,2017
2017-08-14,0.06,11.02,78.09,99.95,10.43,19.35,15.48,15.48,24.4,13.97,19.39,3.49,1.94,2.36,1.51,5.85,3.45,4.22,2.66,2017
2017-08-15,4.12,12.43,87.42,99.55,8.67,19.73,17.26,17.26,24.07,15.41,19.43,3.24,1.18,2.68,2.05,5.92,3.23,4.31,2.56,2017
2017-08-16,0.09,8.42,72.2,100.12,8.83,16.89,11.32,11.32,21.0,12.18,16.4,3.82,1.96,3.38,2.41,7.2,4.36,5.43,3.23,2017
2017-08-17,0.03,9.93,74.11,100.06,12.04,18.77,13.85,13.85,24.12,12.08,18.59,5.37,2.8,0.92,0.66,6.3,3.46,4.17,2.54,2017
2017-08-18,16.1,12.95,91.52,99.34,8.52,19.57,17.75,17.75,24.22,15.7,19.32,6.51,4.89,1.51,1.05,8.01,5.94,4.83,3.08,2017
2017-08-19,1.17,13.57,86.18,99.2,6.97,21.18,18.62,18.62,24.97,18.01,21.02,2.8,2.95,4.6,2.42,7.4,5.37,6.06,3.72,2017
2017-08-20,0.45,11.75,79.88,99.88,9.09,20.28,16.45,16.45,24.61,15.52,20.04,1.14,2.36,5.75,2.79,6.89,5.15,6.39,4.03,2017
2017-08-21,0.09,13.03,83.13,100.15,10.65,21.14,18.11,18.11,26.52,15.87,21.1,3.32,3.03,4.47,2.45,7.79,5.48,6.05,3.59,2017
2017-08-22,15.61,14.79,92.59,99.15,6.14,21.05,19.94,19.94,24.5,18.36,21.23,7.81,5.19,3.52,1.98,11.33,7.16,6.92,4.43,2017
2017-08-23,1.14,10.37,79.6,99.05,7.8,18.24,14.31,14.31,21.42,13.62,17.97,4.23,4.55,5.68,2.72,9.92,7.26,8.34,5.47,2017
2017-08-24,0.26,8.22,76.29,99.84,9.47,15.74,10.98,10.98,19.96,10.49,15.14,1.6,2.5,4.71,2.4,6.31,4.9,5.62,3.49,2017
2017-08-25,0.03,7.35,72.1,100.5,10.83,14.89,9.43,9.44,20.1,9.27,14.39,3.41,1.9,3.05,2.16,6.46,4.06,5.07,3.02,2017
2017-08-26,0.02,7.29,65.71,100.95,12.18,16.12,9.35,9.36,20.76,8.58,15.77,4.7,2.17,0.56,0.34,5.26,2.52,2.14,1.23,2017
2017-08-27,0.06,7.61,63.89,101.17,8.14,16.69,10.03,10.03,21.43,13.3,16.91,3.17,1.85,0.65,0.44,3.82,2.29,2.17,1.52,2017
2017-08-28,0.06,7.99,67.25,101.16,12.93,16.57,10.71,10.71,22.69,9.76,16.86,2.15,1.02,2.06,1.6,4.2,2.62,3.24,2.19,2017
2017-08-29,0.05,8.99,73.78,100.78,8.95,17.22,12.46,12.46,22.25,13.3,17.19,2.72,1.57,1.32,1.1,4.04,2.67,3.07,2.03,2017
2017-08-30,0.01,8.23,66.6,99.94,10.4,17.79,10.95,10.95,22.8,12.4,17.3,6.21,2.9,0.29,0.22,6.51,3.13,2.85,1.61,2017
2017-08-31,0.75,7.4,71.22,99.79,10.87,15.3,9.22,9.23,19.09,8.22,14.57,3.48,3.67,5.07,2.55,8.55,6.22,6.78,4.43,2017
2017-09-01,0.09,5.63,69.81,100.37,9.54,11.68,5.52,5.53,16.17,6.63,10.82,2.75,3.87,6.19,2.8,8.94,6.67,7.31,4.77,2017
2017-09-02,0.04,6.03,65.82,100.69,14.75,13.63,6.51,6.51,20.22,5.47,12.79,5.51,2.44,0.66,0.6,6.18,3.04,3.66,2.02,2017
2017-09-03,18.87,7.99,92.83,99.78,5.42,11.92,10.5,10.5,13.81,8.39,11.68,2.37,2.34,3.39,1.73,5.76,4.07,4.71,2.71,2017
2017-09-04,8.06,10.28,88.06,98.93,11.73,16.09,14.08,14.08,21.87,10.14,16.22,4.11,2.59,5.29,2.81,9.4,5.4,7.15,4.27,2017
2017-09-05,5.71,10.57,86.36,98.94,7.71,16.84,14.65,14.65,20.59,12.88,16.96,4.59,3.23,3.3,1.69,7.89,4.92,5.31,3.33,2017
2017-09-06,0.8,9.52,91.12,99.74,5.9,14.5,13.17,13.17,17.61,11.71,14.62,4.3,1.96,0.69,0.34,4.99,2.31,2.46,1.41,2017
2017-09-07,7.43,9.25,89.49,99.41,6.62,14.59,12.71,12.71,18.05,11.43,14.41,4.1,3.03,2.14,1.43,6.24,4.47,4.63,2.79,2017
2017-09-08,1.51,8.28,85.62,100.06,7.54,13.87,11.14,11.14,17.92,10.38,13.5,2.14,1.26,4.34,2.56,6.48,3.81,5.3,3.28,2017
2017-09-09,0.7,7.36,75.55,101.06,10.17,14.07,9.53,9.53,19.48,9.31,13.77,2.51,1.75,3.68,1.86,6.2,3.62,5.0,2.92,2017
2017-09-10,0.01,6.83,70.31,101.38,12.7,14.19,8.4,8.4,20.53,7.82,13.77,4.56,1.54,2.49,1.83,7.04,3.37,4.58,2.56,2017
2017-09-11,0.01,8.16,76.5,100.86,14.01,15.39,10.99,10.99,22.64,8.62,15.14,5.09,2.21,1.42,1.16,6.51,3.37,4.68,2.62,2017
2017-09-12,0.03,9.04,78.02,99.86,12.63,16.35,12.35,12.34,22.82,10.2,16.25,2.33,2.48,4.93,2.69,7.26,5.18,6.27,3.73,2017
2017-09-13,0.03,10.49,80.42,99.46,13.24,18.08,14.61,14.61,24.77,11.53,18.06,2.67,1.63,3.56,2.17,6.24,3.8,5.2,3.0,2017
2017-09-14,0.03,10.9,75.61,99.58,13.13,19.21,15.24,15.24,26.24,13.11,19.67,3.38,1.21,1.27,1.11,4.65,2.32,2.7,1.62,2017
2017-09-15,0.04,11.41,78.0,100.29,11.11,19.46,16.05,16.05,25.5,14.4,20.02,5.75,2.75,0.12,0.11,5.87,2.87,2.57,1.66,2017
2017-09-16,0.04,11.64,77.44,100.53,12.04,20.08,16.4,16.4,26.58,14.54,20.5,2.49,1.61,1.92,1.16,4.4,2.77,3.38,2.12,2017
2017-09-17,0.03,11.76,74.17,100.47,11.56,20.62,16.56,16.56,26.95,15.38,21.35,2.19,1.4,1.8,1.14,3.99,2.53,2.75,1.84,2017
2017-09-18,0.06,12.0,78.66,100.41,10.56,20.49,16.86,16.86,26.39,15.83,20.71,4.31,2.24,0.26,0.09,4.57,2.33,2.65,1.63,2017
2017-09-19,0.29,12.87,82.01,100.32,9.63,21.32,17.97,17.97,26.47,16.84,21.16,3.12,0.99,2.14,1.67,5.26,2.66,3.4,2.07,2017
2017-09-20,0.16,12.14,83.32,100.28,9.81,20.26,17.02,17.02,25.47,15.66,19.95,2.69,2.87,3.45,1.8,6.15,4.67,5.01,3.12,2017
2017-09-21,0.11,9.4,74.22,100.57,10.74,18.1,13.08,13.08,23.72,12.97,17.77,2.5,1.52,3.6,2.38,6.1,3.9,4.91,3.09,2017
2017-09-22,0.05,9.42,71.71,100.51,12.03,18.45,13.1,13.1,24.49,12.47,18.34,3.73,1.43,1.67,1.13,5.39,2.56,2.82,1.85,2017
2017-09-23,0.03,12.05,74.19,100.18,13.68,21.57,16.63,16.63,28.68,15.0,21.7,3.52,1.92,2.69,1.97,6.2,3.89,4.92,2.81,2017
2017-09-24,0.05,15.28,80.65,100.18,11.49,24.3,20.66,20.65,30.63,19.14,24.21,2.65,1.66,3.4,2.25,6.05,3.92,5.14,2.98,2017
2017-09-25,0.04,14.36,76.14,100.21,12.02,24.1,19.67,19.67,30.8,18.78,24.15,3.12,0.92,2.43,2.08,5.55,3.0,4.34,2.44,2017
2017-09-26,0.02,13.62,75.48,99.97,11.32,23.4,18.79,18.79,29.64,18.32,23.37,3.59,1.15,1.55,1.27,5.13,2.42,3.43,1.9,2017
2017-09-27,3.55,13.84,80.06,99.29,11.92,22.57,18.86,18.86,28.58,16.66,22.56,6.7,4.71,3.45,2.08,10.16,6.79,6.56,4.07,2017
2017-09-28,0.16,6.21,65.9,99.75,9.03,14.01,6.63,6.64,17.07,8.04,13.06,2.09,2.63,5.53,2.69,7.62,5.32,6.66,4.25,2017
2017-09-29,0.15,5.26,69.07,100.28,8.77,11.07,4.46,4.47,13.89,5.12,9.93,3.57,1.36,1.92,1.33,5.49,2.7,3.45,2.01,2017
2017-09-30,0.03,5.22,68.26,101.02,8.52,10.9,4.47,4.49,14.73,6.21,10.12,3.9,2.8,2.11,1.34,6.01,4.14,4.4,2.65,2017
2017-10-01,0.0,5.25,67.9,101.1,12.87,10.8,4.57,4.58,17.05,4.18,10.28,3.12,2.42,3.98,2.73,7.1,5.15,6.06,3.62,2017
2017-10-02,0.07,6.65,78.02,101.51,12.54,12.49,8.09,8.09,18.88,6.33,11.81,5.09,2.42,1.1,0.82,6.19,3.24,4.35,2.45,2017
2017-10-03,0.05,7.01,71.13,101.52,15.17,14.28,8.8,8.8,22.37,7.2,14.02,6.37,2.46,1.31,1.07,7.68,3.53,4.73,2.57,2017
2017-10-04,10.2,10.28,82.2,100.26,11.62,17.27,14.24,14.24,24.02,12.4,17.52,6.62,4.6,5.16,3.04,11.78,7.64,7.9,4.91,2017
2017-10-05,0.11,7.85,76.08,100.04,8.42,14.59,10.25,10.25,19.01,10.59,14.49,4.78,4.25,4.32,2.47,9.09,6.72,6.62,3.97,2017
2017-10-06,0.01,6.95,75.88,100.19,9.42,12.38,8.5,8.5,18.17,8.75,12.69,4.35,3.43,2.52,1.76,6.87,5.19,4.74,3.14,2017
2017-10-07,2.62,9.91,94.02,99.87,12.07,14.43,13.61,13.61,20.58,8.51,14.78,5.17,2.6,2.82,1.93,7.98,4.53,5.47,3.23,2017
2017-10-08,11.74,10.97,83.15,99.28,9.62,17.79,15.28,15.28,23.26,13.64,18.2,8.49,7.11,5.17,2.42,13.65,9.54,8.37,4.84,2017
2017-10-09,18.12,10.59,95.44,99.73,4.99,15.44,14.79,14.79,18.17,13.18,15.54,4.2,2.97,2.65,1.68,6.85,4.65,4.67,3.09,2017
2017-10-10,0.65,9.37,84.48,100.15,12.09,15.64,12.94,12.94,22.54,10.45,15.62,2.3,2.32,4.57,2.55,6.87,4.88,6.05,3.5,2017
2017-10-11,0.02,5.01,74.21,101.16,5.62,8.28,3.81,3.83,10.96,5.35,8.28,5.64,2.84,0.77,0.54,6.41,3.38,3.74,2.27,2017
2017-10-12,0.02,4.74,73.5,101.59,12.31,8.09,3.25,3.26,14.44,2.13,7.69,3.25,0.99,2.85,2.02,6.1,3.02,4.41,2.64,2017
2017-10-13,0.12,5.68,74.58,101.11,13.42,10.19,5.65,5.65,16.2,2.78,10.06,4.89,1.99,2.86,2.27,7.75,4.26,5.62,3.26,2017
2017-10-14,0.67,9.09,87.22,100.59,6.77,14.19,12.58,12.58,19.02,12.26,14.73,6.46,3.9,1.06,0.7,7.52,4.6,4.99,3.08,2017
2017-10-15,16.07,10.29,90.92,98.96,12.23,15.27,13.97,13.97,20.29,8.06,15.74,11.58,7.73,1.83,1.25,13.41,8.97,8.9,5.89,2017
2017-10-16,0.08,3.88,68.43,100.22,9.53,6.38,0.22,0.25,9.8,0.27,5.61,4.75,3.96,4.27,2.41,9.02,6.37,6.04,3.89,2017
2017-10-17,0.01,4.53,74.18,100.47,13.39,6.72,2.1,2.12,13.24,-0.15,6.7,7.3,5.42,2.92,1.87,10.22,7.3,7.16,4.58,2017
2017-10-18,0.05,6.52,78.18,100.52,10.46,11.21,7.63,7.63,17.32,6.85,11.32,5.71,2.15,2.27,1.76,7.98,3.91,5.39,2.96,2017
2017-10-19,0.07,7.13,75.57,99.81,10.06,12.54,8.83,8.83,18.22,8.17,13.09,5.86,4.7,5.75,3.25,11.6,7.95,8.82,5.1,2017
2017-10-20,0.03,5.62,72.09,100.26,10.3,10.15,5.47,5.48,15.94,5.64,10.27,2.88,3.11,4.67,2.34,7.55,5.45,6.58,3.92,2017
2017-10-21,0.02,7.54,83.04,100.8,13.47,12.25,9.68,9.68,19.83,6.36,12.65,1.98,0.71,2.47,1.6,4.45,2.31,3.38,2.03,2017
2017-10-22,0.12,8.16,81.81,101.04,9.6,13.43,11.05,11.05,20.3,10.7,14.12,4.57,1.87,1.86,0.95,6.43,2.82,3.79,2.11,2017
2017-10-23,0.04,8.15,83.82,100.44,13.04,13.39,10.89,10.89,20.55,7.52,13.64,3.96,1.21,3.52,2.71,7.48,3.92,5.76,3.14,2017
2017-10-24,18.37,10.14,92.61,99.16,11.13,14.87,13.82,13.82,21.84,10.71,15.25,7.21,5.09,3.8,2.25,11.01,7.33,7.12,4.53,2017
2017-10-25,0.36,6.9,84.88,99.14,8.11,10.57,8.24,8.24,15.66,7.55,10.74,2.39,2.33,3.76,1.75,6.15,4.07,4.95,2.76,2017
2017-10-26,2.54,6.01,88.21,99.22,6.22,8.31,6.31,6.31,11.83,5.61,8.13,4.36,3.48,2.81,1.6,7.18,5.08,5.04,3.26,2017
2017-10-27,0.52,4.86,80.36,99.79,7.83,6.63,3.33,3.34,11.37,3.53,6.47,5.92,4.66,1.92,1.11,7.84,5.77,5.92,4.12,2017
2017-10-28,0.67,6.4,81.53,99.58,15.0,10.03,7.12,7.12,18.31,3.31,10.27,5.21,2.77,4.1,2.66,9.32,5.43,6.43,3.7,2017
2017-10-29,24.57,7.67,95.47,99.12,5.29,10.32,9.78,9.78,13.34,8.05,10.54,6.03,4.85,3.38,1.61,9.4,6.46,6.15,3.88,2017
2017-10-30,8.79,6.78,86.01,97.33,9.24,9.73,7.11,7.11,15.49,6.25,9.98,6.45,4.84,9.61,6.46,16.05,11.29,12.9,9.02,2017
2017-10-31,0.35,4.49,76.19,99.42,8.11,6.08,2.16,2.18,9.27,1.15,6.07,7.25,6.5,5.16,2.67,12.41,9.18,10.62,7.32,2017
2017-11-01,1.61,4.25,83.75,100.95,7.02,4.2,1.55,1.56,7.86,0.84,4.12,4.66,3.21,0.28,0.19,4.94,3.4,3.79,2.34,2017
2017-11-02,13.96,7.01,98.47,100.25,8.53,8.6,8.33,8.33,12.79,4.26,8.92,5.67,3.36,3.08,1.67,8.75,5.03,5.49,3.07,2017
2017-11-03,8.33,6.01,85.61,100.09,11.24,8.4,5.8,5.81,12.51,1.27,8.7,7.39,6.51,4.67,2.11,12.06,8.63,7.93,4.87,2017
2017-11-04,0.29,3.27,76.17,101.36,8.37,2.36,-1.96,-1.92,6.23,-2.15,1.82,6.02,4.03,0.59,0.58,6.61,4.61,3.73,2.27,2017
2017-11-05,12.58,5.33,95.7,100.27,10.09,5.21,4.21,4.22,10.59,0.5,5.36,2.69,1.98,6.34,3.95,9.03,5.92,7.74,4.95,2017
2017-11-06,5.24,5.65,87.84,99.72,14.75,6.96,4.48,4.49,12.31,-2.44,7.35,3.87,3.05,5.27,2.59,9.14,5.64,7.29,4.45,2017
2017-11-07,0.05,2.56,71.79,100.97,8.41,-0.95,-5.07,-5.0,3.9,-4.51,-0.75,3.11,1.07,2.27,1.63,5.38,2.7,3.53,2.18,2017
2017-11-08,0.04,3.13,77.61,100.92,8.3,0.8,-2.59,-2.56,5.56,-2.74,0.89,2.54,1.6,4.11,2.25,6.64,3.85,5.28,3.1,2017
2017-11-09,1.76,3.68,84.81,99.98,8.61,1.64,-0.51,-0.5,6.66,-1.95,1.78,4.14,3.22,3.97,2.28,8.11,5.51,6.03,3.84,2017
2017-11-10,0.54,1.43,59.14,100.57,10.3,-5.19,-12.27,-11.87,1.87,-8.43,-5.99,6.04,5.04,9.0,6.47,15.04,11.51,11.87,8.68,2017
2017-11-11,0.0,1.77,67.25,101.83,7.2,-3.91,-9.46,-9.27,-0.56,-7.77,-4.76,6.99,5.02,1.86,1.37,8.85,6.39,4.46,3.09,2017
2017-11-12,0.03,2.15,68.53,101.55,7.09,-2.49,-7.16,-7.03,2.22,-4.88,-2.44,3.17,1.69,0.39,0.28,3.56,1.97,2.12,1.32,2017
2017-11-13,0.04,2.38,70.96,101.43,9.5,-2.3,-5.99,-5.91,3.23,-6.28,-1.54,3.25,2.02,0.39,0.29,3.64,2.31,1.8,1.29,2017
2017-11-14,0.02,3.06,84.34,101.32,4.16,-0.88,-2.75,-2.72,2.01,-2.15,-0.49,2.08,1.01,1.77,1.2,3.85,2.21,2.78,1.72,2017
2017-11-15,0.02,3.19,84.9,100.7,8.58,-0.45,-2.31,-2.29,4.98,-3.61,-0.11,6.0,3.24,1.24,0.9,7.24,4.14,4.03,2.45,2017
2017-11-16,4.08,4.24,94.63,99.1,7.0,1.55,1.24,1.25,6.55,-0.45,2.12,4.16,4.57,5.68,2.62,9.84,7.19,7.18,4.36,2017
2017-11-17,0.18,2.07,71.1,100.05,5.72,-3.44,-7.85,-7.72,-0.69,-6.41,-3.61,6.47,5.36,3.24,1.78,9.71,7.14,7.33,5.07,2017
2017-11-18,1.13,2.5,77.37,99.07,5.98,-2.31,-5.93,-5.85,0.61,-5.37,-2.38,5.2,4.46,1.23,0.71,6.44,5.17,4.82,3.36,2017
2017-11-19,12.28,3.01,89.28,97.75,6.77,-2.1,-3.69,-3.66,0.32,-6.45,-1.96,8.19,6.93,3.95,2.09,12.13,9.03,8.37,5.98,2017
2017-11-20,1.32,1.52,71.48,99.63,4.97,-8.81,-11.39,-11.2,-5.81,-10.78,-7.81,8.19,5.74,1.36,0.91,9.55,6.65,6.93,4.73,2017
2017-11-21,0.48,3.29,94.49,99.42,14.99,-2.29,-2.71,-2.69,4.28,-10.71,-1.32,6.83,3.0,3.67,2.15,10.5,5.15,6.41,3.43,2017
2017-11-22,1.76,3.36,93.62,99.97,9.74,-1.27,-2.11,-2.09,2.47,-7.28,-0.84,2.55,2.45,4.39,2.13,6.94,4.58,5.64,3.32,2017
2017-11-23,0.36,2.07,80.17,100.05,6.52,-5.6,-8.0,-7.91,-2.15,-8.67,-5.26,3.56,1.55,4.45,2.99,8.02,4.54,5.61,3.56,2017
2017-11-24,0.5,3.59,93.93,99.35,6.03,-0.67,-0.96,-0.95,2.65,-3.38,-0.06,5.76,3.0,2.9,2.11,8.66,5.11,6.05,3.31,2017
2017-11-25,5.68,4.05,96.53,98.62,4.91,0.4,0.57,0.57,3.04,-1.88,1.11,2.4,1.36,5.65,2.73,8.05,4.09,6.76,3.53,2017
2017-11-26,1.63,2.36,78.96,99.49,2.7,-3.45,-6.39,-6.32,-2.18,-4.88,-3.38,4.71,3.85,2.76,1.94,7.46,5.8,5.64,3.92,2017
2017-11-27,0.66,1.67,77.86,100.24,8.49,-8.69,-10.67,-10.49,-3.71,-12.2,-7.65,6.95,5.26,0.98,0.72,7.94,5.97,5.19,3.5,2017
2017-11-28,0.03,2.49,94.99,100.38,15.51,-5.99,-6.78,-6.7,2.56,-12.95,-5.0,9.14,5.19,1.12,0.81,10.26,6.0,5.72,3.44,2017
2017-11-29,1.11,3.25,90.29,100.3,9.32,-1.53,-2.71,-2.68,2.66,-6.67,-0.75,8.23,6.2,1.37,0.89,9.6,7.09,6.73,3.98,2017
2017-11-30,3.49,2.68,90.44,100.29,10.67,-4.45,-4.72,-4.96,1.13,-9.55,-3.35,6.66,3.42,0.5,0.33,7.16,3.75,4.25,2.5,2017
2017-12-01,0.16,3.41,89.79,100.51,5.3,-0.79,-1.56,-1.54,2.64,-2.66,0.02,5.82,3.23,1.62,1.06,7.43,4.3,5.14,3.09,2017
2018-04-01,0.49,2.98,74.04,99.67,8.57,1.04,-3.35,-3.65,5.02,-3.55,0.73,10.43,8.32,3.67,2.06,14.1,10.38,9.82,7.0,2018
2018-04-02,0.03,2.52,71.59,100.3,6.3,-0.48,-5.47,-5.27,2.2,-4.1,-1.02,5.51,4.54,1.26,0.86,6.77,5.4,4.73,3.22,2018
2018-04-03,2.41,3.28,76.62,100.11,7.07,2.44,-2.02,-2.01,5.85,-1.22,1.62,8.18,5.79,0.77,0.93,8.95,6.72,4.57,3.23,2018
2018-04-04,24.32,3.43,91.16,98.06,8.49,-0.37,-1.73,-1.83,3.1,-5.39,-0.44,16.0,12.54,0.9,0.65,16.89,13.18,10.33,7.68,2018
2018-04-05,0.17,1.55,73.7,99.81,5.05,-6.92,-11.75,-10.95,-5.52,-10.56,-7.9,10.02,8.77,6.61,4.07,16.63,12.84,10.89,8.02,2018
2018-04-06,1.11,2.73,87.79,99.3,10.2,-2.76,-4.64,-4.77,1.52,-8.68,-2.88,6.6,5.33,0.97,0.49,7.57,5.81,5.67,3.86,2018
2018-04-07,0.82,2.67,82.03,99.18,7.68,-2.2,-4.89,-4.85,0.78,-6.89,-2.23,7.87,6.75,3.51,2.23,11.38,8.97,8.14,5.96,2018
2018-04-08,0.17,2.12,77.3,99.81,7.03,-4.08,-7.81,-7.55,-0.73,-7.76,-4.45,5.4,3.99,3.03,2.1,8.42,6.09,5.06,3.68,2018
2018-04-09,0.01,1.84,74.2,100.61,10.99,-4.96,-9.54,-9.23,-1.82,-12.81,-5.69,4.04,2.92,2.04,1.38,6.08,4.3,4.54,3.21,2018
2018-04-10,0.5,2.74,81.28,100.59,6.86,-1.88,-4.4,-4.39,1.74,-5.12,-1.61,4.76,1.99,1.38,1.08,6.14,3.07,3.12,1.93,2018
2018-04-11,0.21,3.34,86.43,100.24,8.47,0.21,-1.81,-1.84,4.32,-4.15,0.2,4.42,2.42,3.06,2.19,7.48,4.61,5.38,3.33,2018
2018-04-12,8.11,3.84,88.09,99.62,8.03,1.87,0.03,0.02,6.23,-1.79,1.81,6.07,4.1,2.72,1.9,8.79,6.0,5.54,3.49,2018
2018-04-13,2.04,4.08,90.25,99.74,7.73,2.23,0.87,0.87,6.33,-1.39,2.33,4.25,2.15,1.48,1.17,5.72,3.32,4.24,2.56,2018
2018-04-14,1.18,2.02,67.29,101.12,5.02,-2.36,-8.27,-8.05,0.32,-4.7,-3.09,3.13,3.56,5.98,3.39,9.12,6.95,7.42,5.39,2018
2018-04-15,1.69,1.96,72.15,101.76,5.16,-3.6,-8.55,-8.26,-2.4,-7.56,-4.31,2.95,2.57,8.68,6.47,11.63,9.04,10.36,8.04,2018
2018-04-16,17.36,3.38,91.49,99.8,3.99,-0.41,-1.68,-1.72,1.56,-2.43,-0.44,4.8,4.45,7.01,4.42,11.81,8.87,10.67,8.02,2018
2018-04-17,3.15,3.89,94.82,98.33,2.84,0.64,0.02,0.06,2.13,-0.71,0.78,7.61,5.6,0.74,0.38,8.35,5.98,5.49,3.82,2018
2018-04-18,1.34,3.91,89.48,98.64,6.5,1.65,0.13,0.14,5.48,-1.03,1.7,3.72,3.23,6.51,4.0,10.23,7.23,8.03,5.49,2018
2018-04-19,0.47,3.43,82.94,99.25,6.38,1.35,-1.57,-1.52,4.12,-2.26,1.01,3.86,1.97,3.98,3.19,7.84,5.16,5.92,4.11,2018
2018-04-20,0.55,3.63,79.95,100.52,7.89,2.48,-0.62,-0.6,6.84,-1.06,2.48,1.83,2.71,6.76,3.49,8.59,6.2,7.76,5.19,2018
2018-04-21,0.1,3.6,75.44,101.14,11.88,3.58,-0.63,-0.63,9.67,-2.2,3.28,4.35,2.28,3.9,3.01,8.25,5.29,6.04,3.76,2018
2018-04-22,0.28,3.62,69.4,101.35,15.22,4.65,-0.49,-0.58,12.34,-2.88,4.59,3.94,1.55,2.18,1.71,6.12,3.27,4.06,2.53,2018
2018-04-23,0.11,4.0,61.58,101.36,14.69,6.2,0.89,0.71,14.62,-0.08,7.77,4.74,2.79,0.41,0.38,5.15,3.17,2.98,1.99,2018
2018-04-24,0.11,6.14,79.51,100.67,14.06,8.71,6.83,6.41,17.44,3.39,10.2,3.69,3.09,2.68,1.65,6.37,4.73,4.99,3.04,2018
2018-04-25,11.03,7.02,89.23,99.81,7.23,9.94,8.62,8.57,14.02,6.79,10.33,4.08,1.96,3.08,1.85,7.16,3.82,5.3,3.23,2018
2018-04-26,8.56,6.53,94.86,98.87,5.05,8.21,7.43,7.45,10.63,5.58,8.23,5.96,3.6,1.93,1.48,7.9,5.08,4.99,3.33,2018
2018-04-27,0.34,5.83,86.55,99.39,8.27,8.23,5.87,5.81,12.19,3.92,7.99,3.57,2.69,2.05,1.34,5.63,4.02,3.72,2.45,2018
